Place,DogName,Box,Weight,StartPrice,PIR,Split,RunTime,RaceId,Distance,RaceGrade,Track,date,TrainerLName,TrainerFName
3.0,distance rule,1.0,30.4,5.5,1333,8.96,23.85,990396260,411,Maiden,casino,2024-02-06,poo,poo
6.0,star claire,2.0,27.0,9.5,4556,9.12,24.57,990396260,411,Maiden,casino,2024-02-06,poo,poo
4.0,montkeila boy,3.0,35.5,21.0,7864,9.25,24.13,990396260,411,Maiden,casino,2024-02-06,poo,poo
1.0,integrity bro,4.0,30.2,1.5,2111,8.6,23.5,990396260,411,7,casino,2024-02-06,poo,poo
2.0,todd gack,5.0,35.6,6.0,3222,8.73,23.6,990396260,411,Maiden,casino,2024-02-06,poo,poo
8.0,integrity winter,6.0,26.3,34.0,8788,9.23,24.93,990396260,411,Maiden,casino,2024-02-06,poo,poo
5.0,elysian boy,7.0,31.5,41.0,5445,9.05,24.3,990396260,411,Maiden,casino,2024-02-06,poo,poo
7.0,beastly enforcer,8.0,30.4,61.0,6677,9.18,24.86,990396260,411,Maiden,casino,2024-02-06,poo,poo
,clover charles,,,1.0,,,,990396260,411,Maiden,casino,2024-02-06,poo,poo
,phantom pretty,,,1.0,,,,990396260,411,Maiden,casino,2024-02-06,poo,poo
3.0,last laugh,1.0,23.1,3.0,333,2.62,17.44,990396261,300,Maiden,casino,2024-02-06,poo,poo
5.0,whiskey cowboy,2.0,27.6,41.0,755,2.67,17.8,990396261,300,Maiden,casino,2024-02-06,poo,poo
1.0,jenny bourbon,3.0,24.4,10.0,211,2.52,17.18,990396261,300,7,casino,2024-02-06,poo,poo
,martin's jet,4.0,28.3,4.0,577,,,990396261,300,Maiden,casino,2024-02-06,poo,poo
4.0,barista babe,6.0,25.7,3.9,644,2.66,17.59,990396261,300,Maiden,casino,2024-02-06,poo,poo
6.0,margie bourbon,7.0,23.6,5.0,466,2.65,18.69,990396261,300,Maiden,casino,2024-02-06,poo,poo
2.0,kingsbrae midget,8.0,24.5,15.0,122,2.49,17.23,990396261,300,Maiden,casino,2024-02-06,poo,poo
6.0,hot august night,1.0,31.6,8.5,8876,9.07,24.22,990396262,411,7,casino,2024-02-06,poo,poo
5.0,blom man,2.0,31.4,31.0,1665,9.0,24.19,990396262,411,7,casino,2024-02-06,poo,poo
2.0,book book,3.0,25.0,2.4,2332,8.88,23.85,990396262,411,5,casino,2024-02-06,poo,poo
1.0,sandave style,4.0,28.7,6.5,3111,8.8,23.71,990396262,411,5,casino,2024-02-06,poo,poo
3.0,wilful damage,5.0,30.0,16.0,5423,8.88,23.95,990396262,411,7,casino,2024-02-06,poo,poo
8.0,see it rock,6.0,22.6,61.0,4788,9.03,24.38,990396262,411,7,casino,2024-02-06,poo,poo
7.0,another photo,7.0,24.2,11.0,6257,8.82,24.24,990396262,411,7,casino,2024-02-06,poo,poo
4.0,mr. gledhill,8.0,29.6,2.9,7544,8.98,24.01,990396262,411,7,casino,2024-02-06,poo,poo
3.0,he's half ours,1.0,29.1,8.0,1133,8.54,23.54,990396263,411,5,casino,2024-02-06,poo,poo
