Place,DogName,Box,Weight,StartPrice,PIR,Split,RunTime,RaceId,Distance,RaceGrade,Track,date,TrainerLName,TrainerFName
1.0,magpie gracey,1.0,27.4,1.25,321,5.62,29.98,1001127271,520,Maiden,wentworth park,2024-02-28,poo,poo
5.0,fabulous amala,2.0,25.2,34.0,144,5.65,31.33,1001127271,520,Maiden,wentworth park,2024-02-28,poo,poo
8.0,that's my girl,3.0,26.6,41.0,676,5.77,31.96,1001127271,520,Maiden,wentworth park,2024-02-28,poo,poo
3.0,nate's lass,4.0,26.9,41.0,413,5.61,30.84,1001127271,520,Maiden,wentworth park,2024-02-28,poo,poo
6.0,spring marrishia,5.0,28.0,12.0,267,5.75,31.48,1001127271,520,Maiden,wentworth park,2024-02-28,poo,poo
4.0,prowess,6.0,28.5,7.0,535,5.65,31.02,1001127271,520,Maiden,wentworth park,2024-02-28,poo,poo
7.0,don't bail out,7.0,26.8,41.0,788,5.86,31.71,1001127271,520,Maiden,wentworth park,2024-02-28,poo,poo
2.0,bradshaw,8.0,31.5,14.0,852,5.66,30.72,1001127271,520,Maiden,wentworth park,2024-02-28,poo,poo
,almost,,,1.0,,,,1001127272,520,7,wentworth park,2024-02-28,poo,poo
5.0,computer model,1.0,31.9,5.0,733,5.58,31.0,1001127272,520,7,wentworth park,2024-02-28,poo,poo
4.0,cool ash,2.0,27.2,21.0,577,5.69,30.94,1001127272,520,7,wentworth park,2024-02-28,poo,poo
3.0,totally emgrand,3.0,33.3,4.6,344,5.61,30.45,1001127272,520,7,wentworth park,2024-02-28,poo,poo
7.0,irinka benji,4.0,35.1,6.0,456,5.66,31.11,1001127272,520,7,wentworth park,2024-02-28,poo,poo
2.0,journey,5.0,27.6,13.0,665,5.67,30.31,1001127272,520,7,wentworth park,2024-02-28,poo,poo
6.0,august winds,6.0,30.2,26.0,222,5.57,31.03,1001127272,520,7,wentworth park,2024-02-28,poo,poo
1.0,steal a march,7.0,29.6,2.0,111,5.49,29.88,1001127272,520,7,wentworth park,2024-02-28,poo,poo
1.0,irinka lottie,1.0,26.9,2.4,111,5.48,29.68,1001127273,520,7,wentworth park,2024-02-28,poo,poo
8.0,my crabby,2.0,26.1,51.0,778,5.63,31.53,1001127273,520,7,wentworth park,2024-02-28,poo,poo
5.0,reggae pepper,3.0,24.4,21.0,367,5.62,30.71,1001127273,520,7,wentworth park,2024-02-28,poo,poo
4.0,great rate,4.0,26.8,10.0,586,5.64,30.54,1001127273,520,7,wentworth park,2024-02-28,poo,poo
6.0,lumbar puncture,5.0,29.5,26.0,655,5.61,30.75,1001127273,520,7,wentworth park,2024-02-28,poo,poo
7.0,rainbow blue,6.0,24.8,41.0,444,5.54,30.88,1001127273,520,7,wentworth park,2024-02-28,poo,poo
2.0,glycerine,7.0,30.0,2.9,222,5.51,30.01,1001127273,520,7,wentworth park,2024-02-28,poo,poo
3.0,ballows twitch,8.0,36.6,5.0,833,5.53,30.27,1001127273,520,7,wentworth park,2024-02-28,poo,poo
1.0,go go ethics,1.0,28.0,2.6,551,5.57,30.27,1001127274,520,6,wentworth park,2024-02-28,poo,poo
2.0,pink panama,2.0,26.0,5.0,674,5.63,30.46,1001127274,520,7,wentworth park,2024-02-28,poo,poo
3.0,redshift delta,3.0,29.5,8.0,213,5.47,30.47,1001127274,520,5,wentworth park,2024-02-28,poo,poo
5.0,calla charlie,4.0,32.6,26.0,445,5.56,30.57,1001127274,520,7,wentworth park,2024-02-28,poo,poo
8.0,sister two,5.0,28.8,6.5,128,5.48,31.09,1001127274,520,5,wentworth park,2024-02-28,poo,poo
7.0,let's trot fox,6.0,32.5,5.0,766,5.59,31.0,1001127274,520,5,wentworth park,2024-02-28,poo,poo
6.0,remission,7.0,27.2,41.0,887,5.75,30.72,1001127274,520,5,wentworth park,2024-02-28,poo,poo
4.0,luna's the one,8.0,27.8,8.5,332,5.5,30.5,1001127274,520,6,wentworth park,2024-02-28,poo,poo
