,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Great Flash (6),John Finn,19.9,0.0,,1.0,29.4kg,$2.50,350,5,01/09/2023,goulburn
1,2,Acey Deucey (4),Peter Mantach,20.09,2.5,,2.0,30.7kg,$3.00,350,5,01/09/2023,goulburn
2,3,Spring Tino (5),Scott Board,20.11,3.0,,3.0,30.4kg,$5.50,350,5,01/09/2023,goulburn
3,4,Fabulous June (3),Sarah Easey,20.26,5.25,,4.0,31.2kg,$11.00,350,5,01/09/2023,goulburn
4,5,Spring Alecia (8),Gregory Board,20.31,5.75,,5.0,30.4kg,$5.50,350,5,01/09/2023,goulburn
5,6,Tears To Cheers (7),Kenneth Markham,20.35,6.25,,6.0,29.7kg,$31.00,350,5,01/09/2023,goulburn
6,7,Active Opal (1),John Mathias,20.65,10.5,,7.0,26.3kg,$41.00,350,5,01/09/2023,goulburn
7,8,Mctavish (2),Nathan Huntly,20.97,15.25,,8.0,33.0kg,$101.00,350,5,01/09/2023,goulburn
8,1,Mary Street (2),Paul Roach,23.25,0.0,6.79,111.0,26.6kg,$4.80,401,M,01/09/2023,richmond
9,2,Flash Shannon (4),Thomas Fink,23.27,0.25,6.88,522.0,26.0kg,$17.00,401,M,01/09/2023,richmond
10,3,Early Sunset (1),Leslie Fletcher,23.52,3.75,6.9,733.0,26.3kg,$6.00,401,M,01/09/2023,richmond
11,4,Cooper's Mate (5),Troy Vella,23.59,4.75,7.09,875.0,32.5kg,$5.00,401,M,01/09/2023,richmond
12,5,Skyla's Elite (7),Richard Polidano,23.68,6.0,7.17,487.0,25.8kg,$34.00,401,M,01/09/2023,richmond
13,6,Nona (8),Danielle Swain,23.78,7.5,6.98,344.0,23.5kg,$21.00,401,M,01/09/2023,richmond
14,7,Daikoku Wave (6),Victor Sultana,23.81,8.0,6.99,256.0,27.2kg,$2.60,401,M,01/09/2023,richmond
15,8,Best Thunder (3),Gregory Sutherland,23.91,9.25,7.07,668.0,36.8kg,$7.00,401,M,01/09/2023,richmond
16,1,Ocean Eyes (1),Sam Sultana,18.28,0.0,2.19,551.0,28.4kg,$2.00,320,M,01/09/2023,richmond
17,2,Butter My Muffin (6),Troy Vella,18.5,3.0,2.19,334.0,26.6kg,$22.00,320,M,01/09/2023,richmond
18,3,Tanya's Babe (8),Peter Pirie,18.79,7.25,2.2,443.0,27.5kg,$81.00,320,M,01/09/2023,richmond
19,4,New Apex (2),Mathew Wotton,18.88,8.5,2.15,212.0,28.5kg,$6.00,320,M,01/09/2023,richmond
20,5,Dismissed (7),Justin King,19.1,11.75,2.18,125.0,27.7kg,$17.00,320,M,01/09/2023,richmond
21,6,All On Pete (3),Joseph Sciberras,19.1,11.75,2.32,776.0,32.1kg,$4.50,320,M,01/09/2023,richmond
22,7,Go Go Ethics (4),Samantha-Jade Rathbone,19.16,12.5,2.58,888.0,29.8kg,$22.00,320,M,01/09/2023,richmond
23,8,Elita One (5),Leonardus Vanderburg,19.23,13.5,2.24,667.0,25.5kg,$6.00,320,M,01/09/2023,richmond
24,1,Direct Mae (8),Leonardus Vanderburg,23.21,0.0,6.82,443.0,32.1kg,$6.50,401,X45,01/09/2023,richmond
25,2,Fabio Blue (6),Simon Zarb,23.3,1.25,6.77,221.0,31.2kg,$2.90,401,X45,01/09/2023,richmond
26,3,Knighted Shadow (5),William Knibbs,23.44,3.25,7.02,577.0,29.2kg,$14.00,401,X45,01/09/2023,richmond
27,4,Sweptail (4),Andrew Bell,23.49,4.0,6.8,334.0,31.5kg,$41.00,401,X45,01/09/2023,richmond
28,5,Cobar Rooster (3),Mark Howard,23.68,6.5,6.94,666.0,33.3kg,$61.00,401,X45,01/09/2023,richmond
29,6,Fired Up Billy (1),Andrew Bell,23.71,7.0,7.06,888.0,33.6kg,$12.00,401,X45,01/09/2023,richmond
30,7,Toongabbie Mae (2),Leonardus Vanderburg,23.74,7.5,6.87,755.0,28.1kg,$3.50,401,X45,01/09/2023,richmond
31,8,Lakota (7),Lynne Aldous,23.78,8.25,6.73,112.0,29.9kg,$4.00,401,X45,01/09/2023,richmond
32,1,Zipping Ronaldo (2),John Finn,29.83,0.0,4.46,8311.0,38.5kg,$1.24,520,5,01/09/2023,richmond
33,2,Make Mine Scotch (1),Emma Kitchen,30.19,5.25,4.35,1122.0,26.8kg,$15.00,520,5,01/09/2023,richmond
