,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Laredo Jewel (6),Anthony C Roberts,17.35,0.0,,221.0,33.7kg,$2.60,295,C4,08/06/2023,addington
1,2,Know Intent (2),Garry A Cleeve,17.46,1.7,,532.0,28.9kg,$4.10,295,C4,08/06/2023,addington
2,3,Mustang Megan (3),Anthony L Hart,17.46,1.8,5.95,113.0,24.9kg,$6.00,295,C4,08/06/2023,addington
3,4,Goldstar Charm (8),Riley L Evans,17.53,2.8,,454.0,29.5kg,$8.00,295,C4,08/06/2023,addington
4,5,Goldstar Ricky (7),Riley L Evans,17.57,3.5,,345.0,34.6kg,$6.50,295,C4,08/06/2023,addington
5,6,Little Nosey (4),Ashley G Bradshaw,17.98,10.0,,666.0,26.4kg,$8.00,295,C4,08/06/2023,addington
6,1,Double Up Bill (7),Cynthia Elson,30.51,0.0,5.57,11.0,31.4kg,$4.40,520,NNP,08/06/2023,albion-park
7,2,Miss Mcgraw (8),Raymond Smith,30.58,1.0,5.71,43.0,25.7kg,$2.40,520,NNP,08/06/2023,albion-park
8,3,Sir Finley (2),Raymond Burman,30.72,3.0,5.79,54.0,35.6kg,$90.00,520,NNP,08/06/2023,albion-park
9,4,Notification (1),John Catton,30.87,5.25,5.6,22.0,25.1kg,$8.50,520,NNP,08/06/2023,albion-park
10,5,Digital Sea (3),Jemma Daley,31.03,7.5,5.61,35.0,26.9kg,$2.90,520,NNP,08/06/2023,albion-park
11,6,New Design (6),Matthew Heilbronn,31.16,9.25,5.82,77.0,27.5kg,$11.00,520,NNP,08/06/2023,albion-park
12,7,Canoe Paddler (4),Matthew Heilbronn,31.21,10.0,5.81,66.0,31.3kg,$90.00,520,NNP,08/06/2023,albion-park
13,1,Mepunga Warrior (4),Jeffrey Britton,35.04,0.0,9.98,41.0,31.8kg,$8.00,600,FFA,08/06/2023,albion-park
14,2,Ailee Bale (6),Mark Delbridge,35.06,0.25,9.98,33.0,24.6kg,$3.70,600,FFA,08/06/2023,albion-park
15,3,Sunburst (3),Jedda Cutlack,35.09,0.75,9.75,14.0,25.8kg,$15.00,600,FFA,08/06/2023,albion-park
16,4,Jarick Bale (5),Mark Delbridge,35.22,2.5,10.13,86.0,32.6kg,$9.00,600,FFA,08/06/2023,albion-park
17,5,Mepunga Mustang (1),Jeffrey Britton,35.28,3.5,9.84,22.0,31.6kg,$2.90,600,FFA,08/06/2023,albion-park
18,6,Zipping Sabrina (2),John Finn,35.58,7.75,10.07,75.0,28.7kg,$5.50,600,FFA,08/06/2023,albion-park
19,7,Jewel Bee (7),Raymond Burman,35.66,8.75,10.04,68.0,25.7kg,$10.00,600,FFA,08/06/2023,albion-park
20,8,Shaye (8),Jedda Cutlack,35.72,9.75,10.04,57.0,27.0kg,$21.00,600,FFA,08/06/2023,albion-park
21,1,First Picked (8),Robert Britton,42.12,0.0,16.05,43.0,28.9kg,$4.20,710,FFA,08/06/2023,albion-park
22,2,Days Of Thunder (3),Warren Nicholls,42.15,0.5,16.3,86.0,24.4kg,$6.50,710,FFA,08/06/2023,albion-park
23,3,Blue Hornet (7),Raymond Burman,42.16,0.75,15.93,31.0,31.2kg,$3.75,710,FFA,08/06/2023,albion-park
24,4,Fast Milkman (6),Tim Britton,42.2,1.0,15.85,12.0,34.3kg,$51.00,710,FFA,08/06/2023,albion-park
25,5,Dirt Farmer (1),Tim Britton,42.28,2.25,15.91,24.0,32.1kg,$9.00,710,FFA,08/06/2023,albion-park
26,6,Hidden Agenda (2),Anthony Short,42.35,3.25,16.14,65.0,33.0kg,$7.50,710,FFA,08/06/2023,albion-park
27,7,Oh Oh Range (4),Ned Snow,42.4,4.0,16.06,57.0,33.9kg,$14.00,710,FFA,08/06/2023,albion-park
28,8,Korda (5),Jeffrey Britton,42.5,5.25,16.26,78.0,32.7kg,$4.50,710,FFA,08/06/2023,albion-park
29,1,Cash Master (2),Robert Cooke,29.88,0.0,5.57,11.0,31.2kg,$1.70,520,GL,08/06/2023,albion-park
30,2,Trapper Tears (7),Robert Britton,29.97,1.25,5.58,22.0,32.0kg,$12.00,520,GL,08/06/2023,albion-park
31,3,Lily Monelli (1),Jedda Cutlack,30.79,13.0,5.68,63.0,27.3kg,$34.00,520,GL,08/06/2023,albion-park
32,4,Cincinnati Lana (6),Cynthia Elson,30.86,14.0,5.63,46.0,27.1kg,$30.00,520,GL,08/06/2023,albion-park
33,5,Crackerjack Aret (4),Jordan Cooper,30.89,14.25,5.66,54.0,31.7kg,$4.00,520,GL,08/06/2023,albion-park
34,6,Black Magic Rose (3),Frederick Swain,30.93,15.0,5.63,37.0,26.9kg,$6.00,520,GL,08/06/2023,albion-park
35,7,Rapid Ripple (5),Michael Lalicz,31.03,16.25,5.69,75.0,29.1kg,$22.00,520,GL,08/06/2023,albion-park
36,1,Play Nice (4),Tim Britton,42.26,0.0,16.08,32.0,34.0kg,$6.00,710,GRP3,08/06/2023,albion-park
37,2,Wendy Rocks (8),John Dart,42.37,1.5,16.08,43.0,27.6kg,$6.00,710,GRP3,08/06/2023,albion-park
38,3,She's In Clover (5),Garry Gilbert,42.44,2.5,15.81,11.0,26.7kg,$15.00,710,GRP3,08/06/2023,albion-park
39,4,Spot On Harper (2),Gregory Brennan,42.48,3.0,16.59,76.0,25.4kg,$26.00,710,GRP3,08/06/2023,albion-park
