,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Pepper Sauce (6),Cherie Rosier,20.09,0.0,6.65,211.0,26.2kg,$1.90,340,5,24/07/2023,gunnedah
1,2,Winlock Apples (5),Michelle Johnson,20.34,3.5,6.76,332.0,33.4kg,$3.30,340,5,24/07/2023,gunnedah
2,3,Weeona Bobby (7),Josephine Lockhart,20.61,7.5,6.85,553.0,31.0kg,$26.00,340,5,24/07/2023,gunnedah
3,4,Kenzi's Blaze (2),Eloise Thresher,20.71,8.75,6.97,774.0,26.2kg,$51.00,340,5,24/07/2023,gunnedah
4,5,Molly And Me (1),William Marmara,20.76,9.5,6.75,125.0,26.5kg,$8.50,340,5,24/07/2023,gunnedah
5,6,Spot Of Rum (3),Robert Ryan,20.78,9.75,7.04,886.0,26.1kg,$10.00,340,5,24/07/2023,gunnedah
6,7,Winlock Hondo (8),Warren Marriott,20.97,12.5,6.83,447.0,31.9kg,$41.00,340,5,24/07/2023,gunnedah
7,8,Penguin Doug (4),Lindsay Davis,21.13,14.75,6.87,668.0,28.4kg,$10.00,340,5,24/07/2023,gunnedah
8,1,Ripped Raccoon (4),Gregory Stewart,22.66,0.0,5.37,1.0,29.1kg,$3.80,400,M,24/07/2023,maitland
9,2,Maddi And Me (8),Kerry Marsh,22.95,4.25,5.45,3.0,26.2kg,$1.90,400,M,24/07/2023,maitland
10,3,Sunrise Surprise (3),Patrick Mckinnon,23.02,5.25,5.41,2.0,25.1kg,$14.00,400,M,24/07/2023,maitland
11,4,Sparky United (1),Jamey Dodd,23.26,8.5,5.52,6.0,31.0kg,$8.50,400,M,24/07/2023,maitland
12,5,Cundle Zack (6),Ronald Wright,23.52,12.25,5.49,4.0,33.2kg,$17.00,400,M,24/07/2023,maitland
13,6,Kankakee (7),Raymond Walters,23.55,12.75,5.59,7.0,31.0kg,$51.00,400,M,24/07/2023,maitland
14,7,Tank Tour (2),Garry Kedwell,23.61,13.5,5.51,5.0,35.0kg,$6.00,400,M,24/07/2023,maitland
15,1,Lochinvar Tiger (7),Michelle Lill,22.75,0.0,5.41,2.0,29.9kg,$1.95,400,M,24/07/2023,maitland
16,2,Bluey's Wish (4),Luke Sweeney,23.01,3.75,5.6,5.0,31.9kg,$2.05,400,M,24/07/2023,maitland
17,3,Harry Panama (1),Mark Davidson,23.07,4.5,5.56,3.0,30.2kg,$14.00,400,M,24/07/2023,maitland
18,4,Duker's Queen (8),Jennifer Chandler,23.14,5.5,5.39,1.0,27.1kg,$15.00,400,M,24/07/2023,maitland
19,5,Maxwell Knows (2),Christopher Kedwell,23.24,7.0,5.77,6.0,28.7kg,$14.00,400,M,24/07/2023,maitland
20,6,Chatham Rose (5),Thomas Campbell,23.58,11.75,5.59,4.0,23.1kg,$101.00,400,M,24/07/2023,maitland
21,1,My Shepherd (4),Susan Smith,25.19,0.0,7.88,1.0,33.1kg,$1.60,450,5,24/07/2023,maitland
22,2,Calypso Rogue (3),Henry Norman,25.45,3.75,7.93,2.0,33.0kg,$2.90,450,5,24/07/2023,maitland
23,3,Ema Rock (7),Charmaine Field,25.67,6.75,8.04,3.0,30.2kg,$18.00,450,5,24/07/2023,maitland
