,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Lets Party (5),J Watson,26.33,0.0,5.62,2222.0,34.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
1,2,Ridleys Banner (4),D Curry,26.39,0.75,5.55,1111.0,35.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
2,3,Rackethall Alex (1),R Rotherham,26.49,2.0,5.64,3333.0,34.9kg,$0.00,435,A5,31/12/2023,pelaw-grange
3,4,Whitburn Wizard (3),H Burton,26.69,4.5,5.63,4444.0,29.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
4,5,Holdem Sheriff (6),M Sillars,27.21,11.0,5.73,5555.0,32.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
5,DNF,Great Diva (2),C J Murray,,,5.67,6000.0,29.3kg,,435,A5,31/12/2023,pelaw-grange
6,1,Emerald Sprinter (7),Graeme Stirling,20.12,0.0,4.71,,34.0kg,$3.10,342,M,06/01/2024,angle-park
7,2,Peanut Butter (5),Trevor Jessup,20.7,8.25,4.8,,25.4kg,$4.60,342,M,06/01/2024,angle-park
8,3,Star Beam (2),Gino Grgurovic,20.81,9.75,4.91,,31.0kg,$2.70,342,M,06/01/2024,angle-park
9,4,White Lust (1),Gino Grgurovic,20.88,10.75,4.76,,31.8kg,$5.00,342,M,06/01/2024,angle-park
10,5,Hurricane Harper (4),Clint Trengove,20.98,12.25,4.89,,21.8kg,$31.00,342,M,06/01/2024,angle-park
11,6,Sven Boy (8),Clint Trengove,21.04,13.25,4.95,,27.9kg,$10.00,342,M,06/01/2024,angle-park
12,1,Blue Blood (1),Ben Rawlings,19.86,0.0,4.74,,34.3kg,$2.10,342,M,06/01/2024,angle-park
13,2,Money's On Me (8),Ashlee Griffiths,20.27,5.75,4.74,,28.4kg,$8.50,342,M,06/01/2024,angle-park
14,3,Dark Trace (2),Gino Grgurovic,20.44,8.25,4.75,,36.5kg,$23.00,342,M,06/01/2024,angle-park
15,4,Fireball Miss (7),David Rundle,20.47,8.75,4.83,,26.3kg,$5.00,342,M,06/01/2024,angle-park
16,5,It's Bob (5),Jack Trengove,20.95,15.5,4.9,,29.5kg,$51.00,342,M,06/01/2024,angle-park
17,6,Supreme Thailand (4),Ashley Furner,21.08,17.25,5.21,,25.8kg,$2.90,342,M,06/01/2024,angle-park
18,1,Saint Elfonzo (1),Neil Mann,19.91,0.0,4.58,,32.4kg,$1.85,342,RW,06/01/2024,angle-park
19,2,Destini Magnet (2),Sharyn Gray,20.16,3.5,4.71,,29.0kg,$18.00,342,RW,06/01/2024,angle-park
20,3,King Turtle (7),Jack Trengove,20.26,5.0,4.84,,30.8kg,$7.00,342,RW,06/01/2024,angle-park
21,4,Stylish Affair (4),John Mundy,20.3,5.5,4.63,,26.1kg,$7.00,342,RW,06/01/2024,angle-park
22,5,Florrie Lincoln (3),Kevin Bewley,20.35,6.25,4.67,,24.7kg,$5.50,342,RW,06/01/2024,angle-park
23,6,Don't Burn Me (6),John Cunningham,20.47,8.0,4.76,,28.9kg,$11.00,342,RW,06/01/2024,angle-park
24,7,Zeal Express (5),Raymond Barkla,20.65,10.5,4.77,,32.6kg,$19.00,342,RW,06/01/2024,angle-park
25,8,Bruce's Angel (8),Shelley Trengove,20.8,12.75,4.86,,26.6kg,$34.00,342,RW,06/01/2024,angle-park
