,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Lets Party (5),J Watson,26.33,0.0,5.62,2222.0,34.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
1,2,Ridleys Banner (4),D Curry,26.39,0.75,5.55,1111.0,35.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
2,3,Rackethall Alex (1),R Rotherham,26.49,2.0,5.64,3333.0,34.9kg,$0.00,435,A5,31/12/2023,pelaw-grange
3,4,Whitburn Wizard (3),H Burton,26.69,4.5,5.63,4444.0,29.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
4,5,Holdem Sheriff (6),M Sillars,27.21,11.0,5.73,5555.0,32.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
5,DNF,Great Diva (2),C J Murray,,,5.67,6000.0,29.3kg,,435,A5,31/12/2023,pelaw-grange
6,1,Miss Artemis (8),Ashlee Griffiths,34.75,0.0,8.84,,26.0kg,$4.60,595,6,01/01/2024,angle-park
7,2,Anasazi Monelli (4),Clint Trengove,34.77,0.25,8.54,,25.8kg,$2.70,595,6,01/01/2024,angle-park
8,3,Tex's Ear (1),Ben Rawlings,35.07,4.5,8.71,,30.7kg,$1.85,595,6,01/01/2024,angle-park
9,4,On The Northerns (7),Tony Hinrichsen,35.57,11.75,8.73,,29.2kg,$31.00,595,6,01/01/2024,angle-park
10,5,Ximena Bale (2),Jack Trengove,35.98,17.5,9.03,,28.4kg,$41.00,595,6,01/01/2024,angle-park
11,6,Rhonda Wine (5),Jack Trengove,36.03,18.25,8.89,,28.9kg,$51.00,595,6,01/01/2024,angle-park
12,1,Leonardo Grey (4),Ashlee Griffiths,20.08,0.0,4.59,,27.4kg,$4.40,342,M,01/01/2024,angle-park
13,2,Frenetic Fury (2),Tony Hinrichsen,20.15,1.0,4.55,,24.4kg,$4.00,342,M,01/01/2024,angle-park
14,3,Fireball Miss (1),David Rundle,20.37,4.25,4.73,,26.7kg,$4.80,342,M,01/01/2024,angle-park
15,4,Brooklyn Road (7),Brian Styles,20.39,4.25,4.66,,28.1kg,$8.50,342,M,01/01/2024,angle-park
16,5,Woodside Frankie (8),Graham Smith,20.58,7.0,4.74,,29.8kg,$5.00,342,M,01/01/2024,angle-park
17,6,Princess Chloe (5),Cameron Forshaw,20.75,9.5,5.02,,25.1kg,$4.80,342,M,01/01/2024,angle-park
18,1,Point For Point (5),Ashlee Griffiths,19.81,0.0,4.48,,24.5kg,$2.80,342,6,01/01/2024,angle-park
19,2,Slimy Trout (7),Ashley Furner,19.85,0.75,4.55,,28.6kg,$5.50,342,6,01/01/2024,angle-park
20,3,Destini Fresco (1),Sharyn Gray,19.92,1.5,4.61,,27.9kg,$13.00,342,6,01/01/2024,angle-park
21,4,Slipper's Daisy (4),Barry Jones,20.01,2.75,4.63,,27.6kg,$8.00,342,6,01/01/2024,angle-park
22,5,Obsession (2),Nicole Price,20.06,3.5,4.71,,29.5kg,$2.60,342,6,01/01/2024,angle-park
23,6,Hello Coco (8),Brenda Oakey,20.18,5.25,4.61,,26.2kg,$13.00,342,6,01/01/2024,angle-park
24,1,Waterloo Frida (8),Karen Wittholz,19.88,0.0,4.6,,26.0kg,$4.80,342,6,01/01/2024,angle-park
25,2,Mr. Spangles (4),Raymond Barkla,20.09,3.0,4.72,,29.7kg,$9.50,342,6,01/01/2024,angle-park
