,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Know Intent (4),Garry A Cleeve,17.29,0.0,5.98,111.0,28.5kg,$7.50,295,C3,01/06/2023,addington
1,2,Mitcham Andy (8),John T Mcinerney,17.59,4.7,,222.0,32.1kg,$11.00,295,C3,01/06/2023,addington
2,3,Homebush Harper (5),John T Mcinerney,17.6,4.9,,633.0,29.1kg,$14.00,295,C3,01/06/2023,addington
3,4,Homebush Chloe (7),John T Mcinerney,17.64,5.6,,854.0,31.2kg,$17.00,295,C3,01/06/2023,addington
4,5,Amuri Ruru (3),John T Mcinerney,17.65,5.7,,745.0,29.8kg,$4.10,295,C3,01/06/2023,addington
5,6,Be Swift (2),Raymond Casey,17.76,7.4,,376.0,27.8kg,$4.75,295,C3,01/06/2023,addington
6,7,Valencia (6),Anthony L Hart,17.84,8.7,,587.0,24.9kg,$3.70,295,C3,01/06/2023,addington
7,8,Homebush Grimmen (1),John T Mcinerney,18.09,12.7,,468.0,29.7kg,$8.00,295,C3,01/06/2023,addington
8,1,Tomahawk Hayze (2),Sandra Hunt,30.0,0.0,5.5,11.0,34.3kg,$3.75,520,GL,01/06/2023,albion-park
9,2,Rolling Empire (1),David Fitzgerald,30.04,0.75,5.54,32.0,27.6kg,$21.00,520,GL,01/06/2023,albion-park
10,3,Aston Lira (6),Gregory Stella,30.21,3.0,5.53,23.0,35.1kg,$13.00,520,GL,01/06/2023,albion-park
11,4,Zambora Tiger (4),Scott Tyson,30.28,4.0,5.7,85.0,26.7kg,$16.00,520,GL,01/06/2023,albion-park
12,5,French Martini (3),Peter Lagogiane,30.32,4.5,5.57,44.0,28.5kg,$4.80,520,GL,01/06/2023,albion-park
13,6,Showdown (7),Jedda Cutlack,30.49,7.0,5.64,76.0,30.8kg,$31.00,520,GL,01/06/2023,albion-park
14,7,Panama Pepper (8),Tony Brett,30.66,9.25,5.63,68.0,34.5kg,$2.40,520,GL,01/06/2023,albion-park
