,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Play Fling (2),Sonia Kempshall,25.7,0.0,9.12,411.0,28.1kg,$1.70,450,5,28/05/2023,grafton
1,2,Smart Times (1),William Gilbert,25.95,3.5,9.3,322.0,30.3kg,$3.50,450,5,28/05/2023,grafton
2,3,Kilara Boy (8),Jacob Northfield,26.14,6.25,9.37,253.0,30.2kg,$7.00,450,5,28/05/2023,grafton
3,4,Remember Always (4),Christopher Smith,26.23,7.5,9.38,544.0,29.5kg,$14.00,450,5,28/05/2023,grafton
4,5,Rosie Love (7),Leone North,26.78,15.5,9.34,135.0,24.9kg,$13.00,450,5,28/05/2023,grafton
5,1,Lanmor Beauty (6),Pauline Moran,23.12,0.0,6.65,112.0,24.7kg,$2.60,401,M,28/05/2023,richmond
6,2,Luna Effect (7),N Auld,23.24,1.75,6.83,233.0,25.8kg,$10.00,401,M,28/05/2023,richmond
7,3,Fast Rock Harada (4),John Chapman,23.25,1.75,6.7,321.0,29.5kg,$4.20,401,M,28/05/2023,richmond
8,4,Skyla's Elite (2),Richard Polidano,23.32,2.75,6.9,544.0,26.7kg,$10.00,401,M,28/05/2023,richmond
9,5,Zulu Charlie (3),Kenneth Gorry,23.38,3.75,6.92,655.0,33.3kg,$3.25,401,M,28/05/2023,richmond
10,6,Dapper Rich (1),Andrew Bell,23.91,11.25,7.12,777.0,29.5kg,$34.00,401,M,28/05/2023,richmond
11,7,Heater Screamer (8),Ronald Hoogenboom,24.19,15.25,6.95,466.0,26.0kg,$17.00,401,M,28/05/2023,richmond
12,1,Invictus Ethan (2),Christopher Green,23.26,0.0,6.89,222.0,33.4kg,$4.00,401,M23,28/05/2023,richmond
13,2,Cobar Rooster (5),Mark Howard,23.35,1.25,6.74,111.0,32.9kg,$61.00,401,M23,28/05/2023,richmond
14,3,Go Forward Polly (4),Adam Campton,23.41,2.0,7.11,455.0,28.3kg,$6.50,401,M23,28/05/2023,richmond
15,4,Despicable Spike (8),Sarah Easey,23.46,2.75,6.94,533.0,33.5kg,$2.75,401,M23,28/05/2023,richmond
16,5,Despicable Usher (1),Sarah Easey,23.58,4.5,7.07,344.0,33.7kg,$2.50,401,M23,28/05/2023,richmond
17,1,Mister Charlm (1),Richard Muscat,18.66,0.0,2.26,654.0,33.0kg,$1.40,320,M,28/05/2023,richmond
18,2,Rising Fever (5),Lee Rodgers,18.81,2.0,2.23,441.0,27.8kg,$3.10,320,M,28/05/2023,richmond
19,3,Cooper's Mate (2),Troy Vella,18.9,3.5,2.3,876.0,31.5kg,$34.00,320,M,28/05/2023,richmond
20,4,Lanmor Queen (3),Pauline Moran,18.92,3.75,2.19,333.0,24.7kg,$10.00,320,M,28/05/2023,richmond
21,5,Isla Ville (6),Wayne White,19.1,6.25,2.15,112.0,25.0kg,$101.00,320,M,28/05/2023,richmond
22,6,Dapper Fox (4),Andrew Bell,19.53,12.25,2.33,788.0,29.4kg,$101.00,320,M,28/05/2023,richmond
23,DNF,Ronin Ville (7),Wayne White,,,,567.0,32.2kg,,320,M,28/05/2023,richmond
24,DNF,Blue Rider (8),Andrew Drapiewski,,,,225.0,26.0kg,,320,M,28/05/2023,richmond
25,1,Oh So Classy (8),Nathan Summers,18.23,0.0,2.1,111.0,28.9kg,$1.85,320,5,28/05/2023,richmond
26,2,Nath's Gift (6),N Auld,18.41,2.5,2.15,652.0,32.0kg,$12.00,320,5,28/05/2023,richmond
27,3,Vitnell Bale (7),Mark Newham,18.58,5.0,2.12,243.0,28.1kg,$34.00,320,5,28/05/2023,richmond
28,4,Lady Laurene (5),Vince Farrugia,18.72,7.0,2.12,435.0,25.1kg,$3.50,320,5,28/05/2023,richmond
29,5,Speedy Grove (4),Rodney Stewart,18.77,7.75,2.24,566.0,32.1kg,$18.00,320,5,28/05/2023,richmond
30,6,Hedging (1),Bruce King,18.83,8.5,2.27,887.0,33.3kg,$6.00,320,5,28/05/2023,richmond
31,7,Shyla's Mate (3),Brenton Stanford,18.88,9.25,2.1,324.0,27.7kg,$17.00,320,5,28/05/2023,richmond
32,8,Rock On Hunter (2),Andrew Drapiewski,18.99,10.75,2.25,778.0,32.4kg,$81.00,320,5,28/05/2023,richmond
33,1,Two Doors Down (5),Nathan Summers,18.24,0.0,2.19,431.0,27.6kg,$2.70,320,5,28/05/2023,richmond
34,2,More Crackers (1),Andrew Bell,18.49,3.5,2.19,542.0,31.8kg,$5.50,320,5,28/05/2023,richmond
35,3,Aussie Ollie (4),Joel Baxter,18.56,4.5,2.32,775.0,31.5kg,$8.00,320,5,28/05/2023,richmond
36,4,Jazz Section (3),Christopher Carl,18.75,7.25,2.3,667.0,25.2kg,$12.00,320,5,28/05/2023,richmond
37,5,Smell Like Beans (8),Kayla-jane Coleman,18.81,8.25,2.22,353.0,32.6kg,$24.00,320,5,28/05/2023,richmond
38,6,Miss Indi (2),Andrew Drapiewski,18.86,8.75,2.41,888.0,28.6kg,$29.00,320,5,28/05/2023,richmond
39,7,Gledhill's Gal (7),Ronald Hoogenboom,19.0,10.75,2.2,226.0,26.4kg,$8.00,320,5,28/05/2023,richmond
40,8,Blazing Amazon (6),Mitchell Dickson,19.11,12.25,2.13,114.0,22.9kg,$3.25,320,5,28/05/2023,richmond
41,1,Zeroed In (4),Patricia Chaker,18.32,0.0,2.18,421.0,25.6kg,$2.75,320,5,28/05/2023,richmond
42,2,Milly's Song (1),Andrew Bell,18.45,1.75,2.17,532.0,25.8kg,$5.50,320,5,28/05/2023,richmond
43,3,Hot Aussie (2),Samantha-Jade Rathbone,18.67,5.0,2.27,775.0,24.6kg,$5.50,320,5,28/05/2023,richmond
44,4,Miss Voltage (7),Andrew Drapiewski,18.79,6.5,2.17,114.0,25.4kg,$14.00,320,5,28/05/2023,richmond
45,5,What's Thy Name (6),Kayla-jane Coleman,18.8,6.75,2.2,356.0,31.7kg,$3.50,320,5,28/05/2023,richmond
46,6,Crash Edition (8),Wayne White,18.88,8.0,2.2,243.0,28.9kg,$17.00,320,5,28/05/2023,richmond
47,7,Federal Red (5),Richard Polidano,19.06,10.5,2.32,888.0,32.9kg,$61.00,320,5,28/05/2023,richmond
48,8,Lavender Haze (3),Christine Proctor,19.19,12.25,2.23,667.0,27.7kg,$19.00,320,5,28/05/2023,richmond
49,1,Slingshot Cooper (8),Stuart Barron,18.31,0.0,2.13,111.0,33.4kg,$1.65,320,5,28/05/2023,richmond
