,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Cosmic Journey (8),Simon Payne,23.91,0.0,6.44,M111,32.6kg,$2.90,425,5,01/12/2023,bendigo
1,2,Manfred Man (7),Daniel Pell,24.09,2.51,6.53,Q322,32.9kg,$4.80,425,5,01/12/2023,bendigo
2,3,Lanzer Bale (3),Ian Beattie,24.13,3.19,6.56,M443,31.8kg,$5.50,425,5,01/12/2023,bendigo
3,4,Means Business (2),Gordon Edwards,24.18,3.77,6.62,M554,35.6kg,$61.00,425,5,01/12/2023,bendigo
4,5,Maddie Odd Sock (1),Simone Fisher,24.21,4.26,6.72,M776,28.4kg,$3.00,425,5,01/12/2023,bendigo
5,6,Delightful (6),Kevin Ashton,24.44,7.59,6.65,M667,26.4kg,$10.00,425,5,01/12/2023,bendigo
6,7,Romena Charm (4),Joe Uglietta,24.5,8.4,6.49,Q235,27.4kg,$41.00,425,5,01/12/2023,bendigo
7,1,Duchess Harbour (1),P Donovan,29.29,0.0,3.49,1111,27.7kg,$0.00,480,A8,01/12/2023,curraheen-park
8,2,Slanan Rebelette (5),C Mccarthy,30.02,10.4,3.5,2222,30.0kg,$3.00,480,A8,01/12/2023,curraheen-park
9,3,Ballyboy Connie (6),J O'Brien,30.37,15.4,3.5,3333,33.6kg,$3.10,480,A8,01/12/2023,curraheen-park
10,4,Coolowen Osprey (3),M Walsh,30.39,15.7,3.6,5555,26.8kg,$3.50,480,A8,01/12/2023,curraheen-park
11,5,Buenos Dias (2),B Breen,30.5,17.3,3.63,4444,28.2kg,$2.50,480,A8,01/12/2023,curraheen-park
12,6,Joyces Trixie (4),R Joyce,30.81,21.7,3.69,6666,25.9kg,$3.00,480,A8,01/12/2023,curraheen-park
13,1,Zoomey Champ (4),J Kiely,28.67,0.0,3.31,2221,34.1kg,$3.00,480,ON1,01/12/2023,curraheen-park
