,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Goldstar Kenzie (1),Riley L Evans,17.11,0.0,5.98,111,26.6kg,$4.90,295,C3,12/05/2023,addington
1,2,Impressive Nixon (5),John T Mcinerney,17.39,4.5,,222,34.5kg,$29.00,295,C3,12/05/2023,addington
2,3,Homebush Villa (3),John T Mcinerney,17.55,7.0,,333,30.0kg,$26.00,295,C3,12/05/2023,addington
3,4,Caithness (2),Anthony L Hart,17.56,7.2,,444,25.2kg,$2.60,295,C3,12/05/2023,addington
4,5,Go Ivy (8),Bruce C Dann,17.66,8.7,,555,28.9kg,$4.75,295,C3,12/05/2023,addington
5,6,Baptiste (6),Jason E Dunn,17.89,12.4,,776,32.5kg,$5.50,295,C3,12/05/2023,addington
6,7,Homebush Opal (4),John T Mcinerney,17.99,13.9,,687,30.6kg,$8.50,295,C3,12/05/2023,addington
7,8,Homebush Stella (7),John T Mcinerney,17.99,14.0,,868,26.7kg,$34.00,295,C3,12/05/2023,addington
8,1,Whirlwind (8),Mark Morrissey,24.06,0.0,6.56,Q/111,32.9kg,$3.20,425,M,12/05/2023,bendigo
9,2,Atomic Jax (6),Brian Hodgson,24.21,2.1,6.7,M/422,36.2kg,$6.50,425,M,12/05/2023,bendigo
10,3,Dunbro Bertie (4),Anthony Hyde,24.62,8.0,6.74,M/533,29.2kg,$23.00,425,M,12/05/2023,bendigo
11,4,Kaye Night (7),Briana Robertson -Leech,24.71,9.21,6.86,S/744,31.4kg,$11.00,425,M,12/05/2023,bendigo
12,5,Tin Tin Cabang (2),Gregory Berry,24.9,12.0,6.77,M/655,27.1kg,$4.00,425,M,12/05/2023,bendigo
13,6,My Isabelle (3),John Kantzidis,25.21,16.4,6.67,M/266,24.1kg,$41.00,425,M,12/05/2023,bendigo
14,7,Hecate's Boy (1),Raymond Henness,25.25,16.97,6.68,M/377,30.0kg,$3.25,425,M,12/05/2023,bendigo
15,1,Chip And Tail (1),Graeme Jose,24.1,0.0,6.63,M/111,27.7kg,$2.75,425,X67,12/05/2023,bendigo
16,2,Garcia Bale (2),Mark Delbridge,24.38,4.09,6.71,M/753,28.2kg,$3.25,425,X67,12/05/2023,bendigo
17,3,Cool Cabang (4),Gregory Berry,24.44,4.86,6.84,M/885,34.8kg,$16.00,425,X67,12/05/2023,bendigo
18,4,Aston Latina (3),Graeme Jose,24.53,6.19,6.7,S/422,26.1kg,$31.00,425,X67,12/05/2023,bendigo
19,5,Swanky Girl (7),Briana Robertson -Leech,24.63,7.59,6.69,M/346,25.7kg,$17.00,425,X67,12/05/2023,bendigo
20,6,Off To See (8),Daniel Pell,24.69,8.43,6.71,M/567,25.9kg,$3.90,425,X67,12/05/2023,bendigo
21,7,Redeemer Fortune (6),Briana Robertson -Leech,24.72,8.96,6.68,M/234,32.6kg,$18.00,425,X67,12/05/2023,bendigo
22,8,Panama Lad (5),Grant Masterson,24.75,9.3,6.71,M/678,31.3kg,$17.00,425,X67,12/05/2023,bendigo
23,1,Tonic's Girl (6),George Kantzidis,23.97,0.0,6.54,M/111,26.2kg,$4.50,425,5,12/05/2023,bendigo
24,2,Barooga Banjo (1),Wendy Hansen,24.16,2.76,6.59,M/222,32.6kg,$3.75,425,5,12/05/2023,bendigo
25,3,Rogan Bale (5),David Torr,24.51,7.7,6.68,M/465,32.8kg,$16.00,425,5,12/05/2023,bendigo
26,4,Lala Turbo (8),Peter Griffen,24.58,8.69,6.75,S/654,36.5kg,$6.50,425,5,12/05/2023,bendigo
27,5,Coach Beard (7),Jye Formosa,24.61,9.14,6.8,S/887,35.2kg,$12.00,425,5,12/05/2023,bendigo
28,6,Impassioned (3),Scott Stefanos,24.62,9.34,6.68,M/533,25.5kg,$11.00,425,5,12/05/2023,bendigo
29,7,Bow Zarr Dashian (2),Gregory Schofield,24.7,10.46,6.77,S/776,34.2kg,$8.50,425,5,12/05/2023,bendigo
30,8,Kraken Rover (4),Barry Hall,24.73,10.8,6.66,M/348,28.8kg,$5.50,425,5,12/05/2023,bendigo
31,1,Exploded (1),Amanda Tullio,37.86,0.0,4.26,M/3111,33.0kg,$7.50,660,RWH,12/05/2023,bendigo
32,2,Magic Destroyer (7),Emma Bowles,38.6,10.5,4.37,S/6554,33.9kg,$2.10,660,RWH,12/05/2023,bendigo
33,3,Smoldering Decay (5),Jennifer Thorpe,38.62,10.8,4.2,Q/1222,26.1kg,$14.00,660,RWH,12/05/2023,bendigo
34,4,Harvard Scholar (8),Mark Delbridge,38.71,12.13,4.29,M/4333,30.4kg,$8.50,660,RWH,12/05/2023,bendigo
35,5,Hello Dave (4),Kate Jackson,39.33,20.97,4.3,M/5665,31.0kg,$22.00,660,RWH,12/05/2023,bendigo
36,DNF,Misty Black (2),Shane Drummond,,,4.21,Q/2446,26.8kg,,660,RWH,12/05/2023,bendigo
37,1,Idyllic Eagle (6),Paul Abela,38.3,0.0,4.29,M/3221,34.7kg,$1.80,660,RWH,12/05/2023,bendigo
38,2,In The Bug (8),Emily Azzopardi,38.9,8.57,4.38,S/6544,31.4kg,$26.00,660,RWH,12/05/2023,bendigo
39,3,Nymph (7),Douglas Hammerstein,38.97,9.59,4.27,M/1333,27.6kg,$13.00,660,RWH,12/05/2023,bendigo
40,4,Ramblin' Man (1),Shara Quinlan,39.0,9.97,4.29,M/4112,33.3kg,$24.00,660,RWH,12/05/2023,bendigo
41,5,Send It Blue (4),Kurt Howard,39.25,13.61,4.45,S/7677,30.5kg,$24.00,660,RWH,12/05/2023,bendigo
42,6,Mixed Dozen (2),Jane Garland,39.33,14.79,4.35,M/5766,31.5kg,$3.40,660,RWH,12/05/2023,bendigo
43,7,Donnington Girl (3),Cameron Morris-flynn,39.51,17.25,4.29,M/2455,27.8kg,$6.50,660,RWH,12/05/2023,bendigo
44,1,Ali Starr (1),Ricky Glass,23.88,0.0,6.54,M/322,35.6kg,$4.80,425,X34,12/05/2023,bendigo
45,2,Maxed Out (6),Graeme Jose,24.02,2.0,6.53,M/233,35.3kg,$2.50,425,X34,12/05/2023,bendigo
46,3,Sydney Showgirl (4),Calven Russell,24.06,2.57,6.46,Q/111,28.0kg,$22.00,425,X34,12/05/2023,bendigo
47,4,Alfie Alligator (3),Darren Fisher,24.12,3.36,6.62,M/554,34.3kg,$10.00,425,X34,12/05/2023,bendigo
48,5,Major Currency (5),Brian Hodgson,24.27,5.54,6.64,M/765,33.5kg,$17.00,425,X34,12/05/2023,bendigo
49,6,Russian Berry (8),Michele Berry,24.27,5.57,6.71,M/886,35.4kg,$22.00,425,X34,12/05/2023,bendigo
50,7,Green Backs (2),Beverley Pell,24.47,8.31,6.55,M/447,34.9kg,$3.20,425,X34,12/05/2023,bendigo
51,8,Cookie Delight (7),Susan Trim,24.48,8.51,6.64,M/678,31.7kg,$51.00,425,X34,12/05/2023,bendigo
52,1,Live In Infamy (2),Jennifer Thorpe,28.14,0.0,6.69,M/111,32.0kg,$9.00,500,5,12/05/2023,bendigo
53,2,Blue Cabang (5),Gregory Berry,28.29,2.27,6.76,M/322,34.6kg,$5.00,500,5,12/05/2023,bendigo
54,3,Fayetteville (1),Donna Knight,28.3,2.3,6.77,M/433,31.1kg,$3.00,500,5,12/05/2023,bendigo
55,4,Windy Storm (4),Emma Bowles,28.67,7.61,6.88,M/744,30.7kg,$2.75,500,5,12/05/2023,bendigo
56,5,Magic Eyeliner (3),Lachlan Scott,28.82,9.77,6.84,M/565,27.7kg,$34.00,500,5,12/05/2023,bendigo
57,6,Zippy Audi (6),Donna Knight,28.97,11.91,6.69,M/256,28.1kg,$21.00,500,5,12/05/2023,bendigo
58,7,Call Me John (8),Gary Hansen,29.02,12.6,6.92,M/887,31.3kg,$17.00,500,5,12/05/2023,bendigo
59,8,Flying Jelly (7),Donna Knight,29.03,12.79,6.85,M/678,25.1kg,$21.00,500,5,12/05/2023,bendigo
60,1,Here Comes Lenny (3),Pauline Laidlay,28.12,0.0,6.61,M/411,32.3kg,$3.25,500,X45,12/05/2023,bendigo
61,2,Ox The Man (8),Brian Brown,28.31,2.67,6.73,M/553,34.8kg,$8.00,500,X45,12/05/2023,bendigo
62,3,Commission (7),Raymond Henness,28.41,4.07,6.6,M/342,27.8kg,$3.50,500,X45,12/05/2023,bendigo
63,4,Major Lighting (4),Brian Hodgson,28.47,4.97,6.8,M/777,32.9kg,$17.00,500,X45,12/05/2023,bendigo
64,5,Radical Rex (5),Jennifer Torr,28.5,5.3,6.73,M/666,32.6kg,$15.00,500,X45,12/05/2023,bendigo
65,6,Sugar Violet (2),Jordan McQuillen,28.52,5.63,6.53,M/234,27.8kg,$10.00,500,X45,12/05/2023,bendigo
66,7,Slingshot Snoop (6),Briana Robertson -Leech,28.59,6.61,6.87,M/888,36.0kg,$20.00,500,X45,12/05/2023,bendigo
67,8,Zipping Heat (1),Lisa Delbridge,28.61,6.89,6.48,M/125,31.8kg,$5.00,500,X45,12/05/2023,bendigo
68,1,Money Owes (7),Gregory Berry,23.89,0.0,6.57,M/222,38.4kg,$2.75,425,X45,12/05/2023,bendigo
69,2,Simba's Girl (8),Graeme Jose,23.96,0.96,6.53,M/111,29.4kg,$4.00,425,X45,12/05/2023,bendigo
70,3,Bold Contender (1),Michael Katsiris,24.44,7.83,6.64,M/433,33.1kg,$11.00,425,X45,12/05/2023,bendigo
71,4,Have A Chat (6),Robert Glass,24.54,9.3,6.66,M/544,31.5kg,$7.00,425,X45,12/05/2023,bendigo
72,5,Move Like You (2),Daniel Webber,24.7,11.61,6.66,M/655,35.5kg,$9.50,425,X45,12/05/2023,bendigo
73,6,Birdbrook (5),Andrew Mooney,24.85,13.73,6.7,M/866,25.8kg,$41.00,425,X45,12/05/2023,bendigo
74,7,Indy Korie (4),Andrew Mooney,25.05,16.66,6.68,M/777,30.5kg,$34.00,425,X45,12/05/2023,bendigo
75,8,Go Undertaker (3),Georgia Whiting,25.08,17.06,6.57,M/388,33.4kg,$6.00,425,X45,12/05/2023,bendigo
76,1,Carajillo (2),Scott Stefanos,24.29,0.0,6.7,M/654,34.2kg,$3.90,425,5,12/05/2023,bendigo
77,2,Capra (3),Kurt Howard,24.31,0.19,6.69,M/565,31.7kg,$22.00,425,5,12/05/2023,bendigo
78,3,Iason Bale (7),Mark Delbridge,24.4,1.53,6.64,S/233,31.6kg,$2.30,425,5,12/05/2023,bendigo
79,4,Tomida (1),Jennifer Thorpe,24.41,1.73,6.64,M/322,32.2kg,$15.00,425,5,12/05/2023,bendigo
80,5,Kintsugi (8),Scott Stefanos,24.43,2.0,6.55,M/111,28.4kg,$9.00,425,5,12/05/2023,bendigo
81,6,Dawny Dream (5),Michael Katsiris,24.46,2.37,6.66,M/447,28.9kg,$4.75,425,5,12/05/2023,bendigo
82,7,Rio Reef (4),Lisa Delbridge,24.49,2.76,6.81,S/876,26.2kg,$26.00,425,5,12/05/2023,bendigo
83,8,Tilly Divine (6),David Torr,24.5,3.01,6.74,M/788,33.2kg,$41.00,425,5,12/05/2023,bendigo
84,1,Slingshot Sudoku (2),Andrew Mooney,24.2,0.0,6.55,Q/111,30.3kg,$6.50,425,5,12/05/2023,bendigo
85,2,Vendetta Reef (3),Mark Delbridge,24.22,0.31,6.55,Q/222,25.0kg,$2.75,425,5,12/05/2023,bendigo
86,3,Where's Walter (4),Donna Knight,24.29,1.4,6.66,M/433,33.3kg,$24.00,425,5,12/05/2023,bendigo
87,4,Speedy Mouse (1),Darren Fisher,24.41,3.03,6.59,M/344,26.3kg,$9.00,425,5,12/05/2023,bendigo
88,5,Explosive Debt (8),Lisa Delbridge,24.44,3.56,6.67,M/555,35.6kg,$2.70,425,5,12/05/2023,bendigo
89,6,Inter Buzz Along (7),Jennifer Thorpe,24.78,8.34,6.78,S/878,32.3kg,$14.00,425,5,12/05/2023,bendigo
90,7,Ozzie Pack (5),Briana Robertson -Leech,24.87,9.67,6.68,M/667,34.8kg,$23.00,425,5,12/05/2023,bendigo
91,8,Rothwell Nanjo (6),Sargon Kando,24.95,10.79,6.77,M/786,27.7kg,$71.00,425,5,12/05/2023,bendigo
92,1,Slingshot Bruno (7),Jordan McQuillen,24.23,0.0,6.74,M/631,32.9kg,$7.50,425,5,12/05/2023,bendigo
93,2,Jagger's Lady (4),Jye Formosa,24.54,4.51,6.72,M/554,28.5kg,$14.00,425,5,12/05/2023,bendigo
94,3,My Vasiliki (8),George Kantzidis,24.56,4.77,6.64,M/223,23.7kg,$5.50,425,5,12/05/2023,bendigo
95,4,Bugs (6),Jess Fothergill,24.57,4.89,6.6,Q/112,31.6kg,$15.00,425,5,12/05/2023,bendigo
96,5,Aussie Showgirl (3),Sargon Kando,24.86,9.03,6.69,Q/345,26.5kg,$7.50,425,5,12/05/2023,bendigo
