,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Goldstar Whitsy (6),Riley L Evans,17.42,0.0,,321.0,34.3kg,$3.50,295,C2,12/09/2023,addington
1,2,Tea Time Tiger (2),Paul & Blake Scott,17.43,0.11,,212.0,30.5kg,$2.25,295,C2,12/09/2023,addington
2,3,Goldstar Quinn (7),Riley L Evans,17.52,1.78,5.98,133.0,28.4kg,$8.50,295,C2,12/09/2023,addington
3,4,Homebush Bull (3),John Mcinerney,17.56,2.56,,444.0,35.6kg,$6.00,295,C2,12/09/2023,addington
4,5,Homebush Grimmen (4),John Mcinerney,17.66,4.22,,555.0,30.8kg,$9.50,295,C2,12/09/2023,addington
5,6,Homebush Valden (1),John Mcinerney,17.72,5.33,,666.0,35.3kg,$13.00,295,C2,12/09/2023,addington
6,1,Appin Way (4),Vincent Spiteri,19.39,0.0,3.43,211.0,29.9kg,$1.60,340,M,12/09/2023,bulli
7,2,Steady Teddy (7),Christopher Brennen,19.52,1.75,3.46,522.0,30.8kg,$8.50,340,M,12/09/2023,bulli
8,3,Gypsy Parade (3),Leonard Studders,19.69,4.25,3.54,743.0,28.6kg,$6.50,340,M,12/09/2023,bulli
9,4,Fast Rock Harada (5),John Chapman,19.92,7.5,3.52,674.0,29.3kg,$23.00,340,M,12/09/2023,bulli
10,5,Just Pebbles (1),Wayne Bradley,20.08,9.75,3.36,135.0,22.6kg,$7.00,340,M,12/09/2023,bulli
11,6,Quay Bale (6),Tiffany O'Regan,20.34,13.5,3.43,356.0,26.5kg,$61.00,340,M,12/09/2023,bulli
12,7,Four Fast Feet (2),Wayne Bradley,20.56,16.75,3.68,887.0,27.2kg,$6.00,340,M,12/09/2023,bulli
13,8,Flying Whisky (8),Brian Sanotti,20.72,19.0,3.46,468.0,35.2kg,$41.00,340,M,12/09/2023,bulli
14,1,Miss Mabel (8),Patrick Mulrine,26.34,0.0,10.06,1111.0,29.9kg,$1.35,472,XM5,12/09/2023,bulli
15,2,Despicable Ace (5),Sarah Easey,26.57,3.25,10.14,4222.0,33.3kg,$7.00,472,XM5,12/09/2023,bulli
16,3,Topper Tszyu (7),Frances Harris,26.63,4.25,10.18,5333.0,33.1kg,$6.50,472,XM5,12/09/2023,bulli
17,4,Hot Pockets (2),Jennifer Maitland,27.07,10.25,10.26,2444.0,25.5kg,$26.00,472,XM5,12/09/2023,bulli
18,5,Circular Key (1),Andrew Tutt,27.72,19.75,10.29,3555.0,34.0kg,$10.00,472,XM5,12/09/2023,bulli
19,1,Chester's Light (7),Lakis Michael,26.35,0.0,10.01,1111.0,33.6kg,$2.25,472,XM5,12/09/2023,bulli
20,2,Flash Hunter (8),Brett Davenport,26.54,2.5,10.15,3222.0,30.0kg,$2.05,472,XM5,12/09/2023,bulli
21,3,Hard Choice (2),Graham Roylett,26.91,8.0,10.39,2443.0,32.8kg,$6.50,472,XM5,12/09/2023,bulli
22,4,Zarude (5),John Polidano,27.15,11.5,10.47,6554.0,29.0kg,$21.00,472,XM5,12/09/2023,bulli
23,5,Westside Yogi (1),Beau Williamson,27.37,14.5,10.37,4335.0,36.3kg,$26.00,472,XM5,12/09/2023,bulli
24,6,Tarawi Zoomer (4),Christopher Green,27.4,15.0,10.49,5666.0,30.2kg,$51.00,472,XM5,12/09/2023,bulli
25,1,Miss Sky Wave (1),Victor Sultana,22.55,0.0,6.53,2321.0,26.1kg,$1.40,400,X45,12/09/2023,bulli
26,2,Probation (6),Christopher Brennen,22.65,1.5,6.51,3232.0,33.1kg,$10.00,400,X45,12/09/2023,bulli
27,3,Skedaddle Rhino (7),Alan Tutt,22.7,2.0,6.46,1113.0,29.8kg,$34.00,400,X45,12/09/2023,bulli
28,4,Candy Corvette (4),Peter Massa,22.74,2.5,6.72,5664.0,29.0kg,$41.00,400,X45,12/09/2023,bulli
29,5,Energizer Miss (8),Philip Goodsell,22.77,3.0,6.64,7555.0,27.1kg,$4.30,400,X45,12/09/2023,bulli
30,6,Douglas Dash (2),Sam Sultana,22.88,4.75,6.62,4446.0,31.6kg,$10.00,400,X45,12/09/2023,bulli
31,7,My Bluebird (3),Joel Baxter,22.94,5.5,6.76,6777.0,26.8kg,$26.00,400,X45,12/09/2023,bulli
32,1,Crafty Chap (7),John Chapman,19.39,0.0,3.51,531.0,32.4kg,$3.10,340,5H,12/09/2023,bulli
33,2,One Fat Toe (2),Wayne Bradley,19.63,3.5,3.37,222.0,25.5kg,$1.80,340,5H,12/09/2023,bulli
34,3,Zambora Blaster (1),Garry Erwin,19.63,3.5,3.35,113.0,28.6kg,$51.00,340,5H,12/09/2023,bulli
35,4,Slingshot Xena (3),Shane Thornton,19.7,4.25,3.43,344.0,24.7kg,$15.00,340,5H,12/09/2023,bulli
36,5,Knighton Bolt (4),Jennifer Maitland,19.81,6.0,3.53,665.0,33.2kg,$5.00,340,5H,12/09/2023,bulli
37,6,Dana Quinn (8),Tiffany O'Regan,19.87,6.75,3.46,456.0,30.0kg,$20.00,340,5H,12/09/2023,bulli
38,1,Dark Necessities (1),Sam Sultana,19.07,0.0,3.29,111.0,31.1kg,$1.15,340,5H,12/09/2023,bulli
39,2,Lost Linkin (3),Lakis Michael,19.4,4.75,3.41,542.0,34.4kg,$6.00,340,5H,12/09/2023,bulli
40,3,Dumpling (2),Christopher Green,19.45,5.25,3.38,323.0,27.7kg,$41.00,340,5H,12/09/2023,bulli
41,4,Hypersensitive (8),Jennifer Maitland,19.61,7.75,3.4,434.0,30.7kg,$9.00,340,5H,12/09/2023,bulli
42,5,Girl's Night (6),Garry Erwin,19.8,10.25,3.34,255.0,29.5kg,$61.00,340,5H,12/09/2023,bulli
43,6,Black Mac (5),Wayne Bradley,20.0,13.25,3.74,666.0,32.7kg,$20.00,340,5H,12/09/2023,bulli
44,1,Linkin Fire (3),Lakis Michael,19.45,0.0,3.43,331.0,31.8kg,$5.00,340,5H,12/09/2023,bulli
45,2,Calamity Joe (1),Jihad Estephan,19.5,0.75,3.29,112.0,31.4kg,$1.95,340,5H,12/09/2023,bulli
46,3,Mr. Carrera (4),Michelle Sultana,19.5,0.75,3.54,743.0,32.2kg,$3.50,340,5H,12/09/2023,bulli
47,4,Media Image (2),Brett Davenport,19.59,2.0,3.41,224.0,32.0kg,$10.00,340,5H,12/09/2023,bulli
48,5,Dig Deep Sully (6),Les Deguara,19.68,3.25,3.54,655.0,30.7kg,$9.00,340,5H,12/09/2023,bulli
49,6,Yarrow Bale (8),Shane Thornton,19.95,7.0,3.44,466.0,33.6kg,$41.00,340,5H,12/09/2023,bulli
50,7,Bonna's Best (7),Garry Erwin,20.2,10.5,3.51,577.0,29.8kg,$101.00,340,5H,12/09/2023,bulli
51,1,Luai Banner (2),Barry Gibbons,22.55,0.0,6.59,3111.0,32.7kg,$1.33,400,5,12/09/2023,bulli
52,2,Sagan Bale (4),Mark Newham,22.75,2.75,6.64,2222.0,34.0kg,$34.00,400,5,12/09/2023,bulli
53,3,Tilly Banner (7),Lee Rodgers,22.94,5.5,6.68,4333.0,26.8kg,$4.40,400,5,12/09/2023,bulli
54,4,Bevan Bale (1),Tiffany O'Regan,23.07,7.5,6.69,1444.0,27.8kg,$41.00,400,5,12/09/2023,bulli
55,5,Redshift Delta (6),Jordan Tweddle,23.3,10.5,6.73,6655.0,28.6kg,$23.00,400,5,12/09/2023,bulli
56,6,Forever Thankful (3),Kayla-jane Coleman,23.4,12.25,6.72,5576.0,26.7kg,$8.00,400,5,12/09/2023,bulli
57,7,Mr. Sizzler (8),Andrew Drapiewski,23.54,14.0,6.75,7767.0,33.5kg,$51.00,400,5,12/09/2023,bulli
58,1,Pick Star (8),Darren Sultana,22.25,0.0,6.36,2111.0,30.7kg,$1.60,400,NG,12/09/2023,bulli
59,2,Hardaway Ranger (1),Ronald Marsden,22.29,0.75,6.42,1222.0,32.6kg,$2.40,400,NG,12/09/2023,bulli
60,3,Mary's Reward (6),Mary Spiteri,23.27,14.5,6.68,5553.0,24.7kg,$41.00,400,NG,12/09/2023,bulli
61,4,Purify Virtuoso (3),George Micallef,23.4,16.25,6.64,3444.0,34.8kg,$31.00,400,NG,12/09/2023,bulli
62,5,Spark Ricciardo (5),Christopher Green,23.48,17.5,6.61,4335.0,34.5kg,$15.00,400,NG,12/09/2023,bulli
63,1,Al's Entity (3),Michelle Sultana,26.19,0.0,10.12,4541.0,32.5kg,$2.20,472,NG,12/09/2023,bulli
64,2,Eyes To Eyes (7),Neville Brown,26.21,0.25,9.98,3112.0,31.8kg,$8.00,472,NG,12/09/2023,bulli
65,3,Lidsdale Road (6),Garry Coles,26.25,0.75,10.07,7333.0,36.2kg,$3.60,472,NG,12/09/2023,bulli
66,4,Rockstar Heeney (8),Shaun Evans,26.43,3.5,10.03,1224.0,36.4kg,$16.00,472,NG,12/09/2023,bulli
67,5,Big Frank Banner (2),Barry Gibbons,26.51,4.5,10.1,5455.0,33.4kg,$4.00,472,NG,12/09/2023,bulli
68,6,Balinese Blue (4),Christopher Brennen,26.58,5.5,10.26,6776.0,32.1kg,$22.00,472,NG,12/09/2023,bulli
69,7,Betty Birdcage (1),Shane Pulbrook,26.61,6.0,10.19,2667.0,30.1kg,$23.00,472,NG,12/09/2023,bulli
70,1,Hunker Down (2),Hagob Tatian,22.58,0.0,6.54,4221.0,33.7kg,$2.70,400,5,12/09/2023,bulli
71,2,Smell Like Beans (3),Kayla-jane Coleman,22.95,5.25,6.72,6552.0,33.7kg,$101.00,400,5,12/09/2023,bulli
72,3,Shiva Dragon (7),Michelle Sultana,23.21,9.0,6.56,3333.0,32.7kg,$1.90,400,5,12/09/2023,bulli
