,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Homebush Rocket (3),John Mcinerney,17.31,0.0,5.94,111.0,34.8kg,$6.00,295,C3,07/09/2023,addington
1,2,Spot Lu (6),Al Hart & Dj Voyce,17.4,1.5,,222.0,25.8kg,$8.00,295,C3,07/09/2023,addington
2,3,Goldstar Ange (5),Riley L Evans,17.49,2.8,,643.0,30.1kg,$13.00,295,C3,07/09/2023,addington
3,4,Homebush Makayla (2),John Mcinerney,17.52,3.3,,434.0,30.5kg,$7.00,295,C3,07/09/2023,addington
4,5,Goldstar Randal (1),Riley L Evans,17.55,3.8,,855.0,31.6kg,$6.00,295,C3,07/09/2023,addington
5,6,Know Reprisal (7),Garry A Cleeve,17.57,4.1,,366.0,30.2kg,$4.50,295,C3,07/09/2023,addington
6,7,Opawa Peggy (4),Robin Wales,17.65,5.4,,777.0,28.5kg,$7.50,295,C3,07/09/2023,addington
7,8,Be Swift (8),Raymond Casey,17.76,7.1,,588.0,27.6kg,$6.00,295,C3,07/09/2023,addington
8,1,Saanvi (7),Jedda Cutlack,30.39,0.0,5.65,31.0,28.6kg,$9.00,520,NNP,07/09/2023,albion-park
9,2,Another Level (3),Gerard Bowe,30.61,3.0,5.6,12.0,34.2kg,$5.00,520,NNP,07/09/2023,albion-park
10,3,Darryl Keeping (4),Jedda Cutlack,30.64,3.5,5.71,43.0,36.6kg,$16.00,520,NNP,07/09/2023,albion-park
11,4,Mrs. Musgrave (8),Renald Attard,30.81,6.0,5.71,54.0,28.5kg,$11.00,520,NNP,07/09/2023,albion-park
12,5,Sanisha (1),Jedda Cutlack,30.96,8.25,5.84,87.0,28.4kg,$1.75,520,NNP,07/09/2023,albion-park
13,6,No Ordinary Gal (2),Jayson Valentine,30.98,8.25,5.65,26.0,28.7kg,$5.50,520,NNP,07/09/2023,albion-park
14,7,Out To Sea (5),Glen Boody,31.02,9.0,5.77,75.0,32.0kg,$15.00,520,NNP,07/09/2023,albion-park
15,8,Slick Ram (6),Justin Bowe,31.5,15.75,5.75,68.0,28.8kg,$19.00,520,NNP,07/09/2023,albion-park
16,1,My Genie (1),Renald Attard,35.57,0.0,10.01,12.0,27.1kg,$10.00,600,5,07/09/2023,albion-park
17,2,Special Thunder (3),Tom Tzouvelis,35.65,1.0,10.07,21.0,27.8kg,$12.00,600,5,07/09/2023,albion-park
18,3,Lily Monelli (6),Jedda Cutlack,35.84,3.75,10.15,44.0,27.4kg,$1.35,600,5,07/09/2023,albion-park
19,4,Witty Wendy (2),Raymond Burman,35.86,4.25,10.22,65.0,27.0kg,$9.00,600,5,07/09/2023,albion-park
20,5,Tarawi Lola (8),Peter O'Reilly,36.02,6.25,10.18,57.0,25.9kg,$41.00,600,5,07/09/2023,albion-park
21,6,Samurai Mind (5),Jamie Hosking,36.04,6.5,10.09,33.0,28.3kg,$6.00,600,5,07/09/2023,albion-park
22,7,Underwater (4),Marion Goodwin,36.1,7.5,10.24,76.0,25.8kg,$61.00,600,5,07/09/2023,albion-park
23,8,Farmor Alfa's (7),Rebecca Franks,36.16,8.25,10.28,88.0,27.2kg,$41.00,600,5,07/09/2023,albion-park
24,1,Swish (4),Jedda Cutlack,30.26,0.0,5.64,22.0,29.2kg,$3.10,520,5,07/09/2023,albion-park
25,2,Caramel Queen (3),Tom Tzouvelis,30.41,2.0,5.71,43.0,28.1kg,$3.60,520,5,07/09/2023,albion-park
26,3,Comical Cyndie (6),Cynthia Elson,30.58,4.5,5.59,11.0,27.8kg,$4.50,520,5,07/09/2023,albion-park
27,4,Let's Go Daisy (7),Douglas Gladman,30.68,6.0,5.69,34.0,31.2kg,$6.00,520,5,07/09/2023,albion-park
28,5,Lucky Bundy (8),Dean Clarson,30.7,6.25,5.78,55.0,26.7kg,$15.00,520,5,07/09/2023,albion-park
29,6,Oreo Ethics (2),Peter O'Reilly,30.78,7.5,5.84,66.0,32.5kg,$8.50,520,5,07/09/2023,albion-park
30,1,Bat Sign (7),Hassell Rolph,30.2,0.0,5.58,12.0,32.7kg,$3.25,520,5,07/09/2023,albion-park
31,2,Here Wolfe (8),Jedda Cutlack,30.25,0.75,5.73,54.0,33.8kg,$10.00,520,5,07/09/2023,albion-park
32,3,Super Shanks (4),Christopher Brydon,30.31,1.5,5.67,43.0,32.7kg,$2.60,520,5,07/09/2023,albion-park
33,4,Tiny Encounter (2),Raymond Burman,30.35,2.0,5.75,65.0,34.0kg,$5.00,520,5,07/09/2023,albion-park
34,5,Teddy James (1),Dyllan Heddles,30.42,3.0,5.61,31.0,31.7kg,$11.00,520,5,07/09/2023,albion-park
35,6,Showpiece (6),Jedda Cutlack,30.52,4.5,5.88,76.0,27.6kg,$10.00,520,5,07/09/2023,albion-park
36,7,Ivy Pearl (3),John Mccarthy,30.77,8.25,5.6,27.0,23.1kg,$30.00,520,5,07/09/2023,albion-park
37,1,Rolling Empire (7),David Fitzgerald,30.19,0.0,5.53,12.0,27.4kg,$6.00,520,X34,07/09/2023,albion-park
38,2,Mia Magic (1),Jedda Cutlack,30.22,0.5,5.66,64.0,27.4kg,$9.50,520,X34,07/09/2023,albion-park
39,3,Deemed A Liar (3),Anthony Zammit,30.28,1.25,5.62,33.0,28.2kg,$5.00,520,X34,07/09/2023,albion-park
40,4,Blue Hornet (4),Raymond Burman,30.3,1.5,5.69,75.0,31.4kg,$2.90,520,X34,07/09/2023,albion-park
41,5,Hello Bill (8),Cynthia Elson,30.32,1.75,5.58,21.0,32.1kg,$3.50,520,X34,07/09/2023,albion-park
42,6,Villante (2),Christopher Brydon,30.44,3.5,5.62,46.0,32.8kg,$11.00,520,X34,07/09/2023,albion-park
43,7,Baby Guinness (5),Stephen McDermott,31.46,18.0,5.65,57.0,27.2kg,$71.00,520,X34,07/09/2023,albion-park
44,1,Baccarat Boy (2),Tony Apap,34.96,0.0,9.87,21.0,32.9kg,$4.50,600,5,07/09/2023,albion-park
45,2,Bogie Hurricane (8),Ryan Ayre,35.37,5.75,10.16,88.0,34.1kg,$6.00,600,5,07/09/2023,albion-park
46,3,Run West (4),Frederick Swain,35.4,6.25,10.07,64.0,34.1kg,$29.00,600,5,07/09/2023,albion-park
47,4,Wendy Rocks (7),John Dart,35.43,6.5,9.93,43.0,27.1kg,$6.00,600,5,07/09/2023,albion-park
48,5,Jewel Bee (3),Raymond Burman,35.45,7.0,9.92,35.0,26.2kg,$28.00,600,5,07/09/2023,albion-park
49,6,Jimmy The Singer (1),Corey Mutton,35.51,7.75,9.78,12.0,31.1kg,$2.20,600,5,07/09/2023,albion-park
50,7,Blazing Smoke (6),Renald Attard,35.51,7.75,9.97,56.0,36.2kg,$90.00,600,5,07/09/2023,albion-park
51,8,Sorority (5),Jedda Cutlack,35.52,8.0,10.1,77.0,28.3kg,$7.50,600,5,07/09/2023,albion-park
52,1,Valpolicella (3),Anthony Zammit,42.06,0.0,16.26,54.0,26.9kg,$1.60,710,FFA,07/09/2023,albion-park
53,2,Select Moment (1),Gary Mackay,42.37,4.25,16.11,33.0,28.6kg,$5.50,710,FFA,07/09/2023,albion-park
54,3,On The Off (8),Ricky Hassall,42.39,4.75,15.79,11.0,34.4kg,$15.00,710,FFA,07/09/2023,albion-park
55,4,Emerald Eyes (2),Pamela Field,42.44,5.25,15.97,22.0,28.8kg,$8.00,710,FFA,07/09/2023,albion-park
56,5,Hidden Agenda (6),Anthony Short,42.61,7.75,16.7,87.0,33.2kg,$8.00,710,FFA,07/09/2023,albion-park
57,6,Gin Shelf (4),Noel Evans,42.64,8.25,16.66,78.0,25.9kg,$51.00,710,FFA,07/09/2023,albion-park
58,7,Amendola (5),Tom Tzouvelis,42.71,9.25,16.19,45.0,28.5kg,$21.00,710,FFA,07/09/2023,albion-park
59,8,Tiki Bar (7),Dyllan Heddles,42.73,9.5,16.49,66.0,24.7kg,$81.00,710,FFA,07/09/2023,albion-park
60,1,King Of Aces (3),Colin Graham,29.86,0.0,5.6,21.0,33.9kg,$1.50,520,GL,07/09/2023,albion-park
61,2,Bantam Magic (8),Jamie Hosking,30.33,6.5,5.54,12.0,24.1kg,$17.00,520,GL,07/09/2023,albion-park
62,3,Carton Of Bear (4),Brent Kline,30.34,6.75,5.66,33.0,33.5kg,$5.00,520,GL,07/09/2023,albion-park
63,4,Tagovailoa (2),Jedda Cutlack,30.47,8.75,5.79,75.0,33.0kg,$12.00,520,GL,07/09/2023,albion-park
64,5,Lightning Buzz (7),Jedda Cutlack,30.63,11.0,5.7,54.0,32.6kg,$20.00,520,GL,07/09/2023,albion-park
65,6,I'm Old School (1),Jedda Cutlack,30.74,12.5,5.83,86.0,31.5kg,$13.00,520,GL,07/09/2023,albion-park
66,7,Tarawi Magic (5),Peter O'Reilly,31.2,19.0,5.67,47.0,34.7kg,$26.00,520,GL,07/09/2023,albion-park
67,8,Scarlatti (6),Jedda Cutlack,31.34,21.25,5.7,68.0,29.5kg,$17.00,520,GL,07/09/2023,albion-park
68,1,Spot On Mate (8),Ricky Hassall,30.46,0.0,5.55,22.0,25.0kg,$6.50,520,5,07/09/2023,albion-park
69,2,Tarawi Lee (2),Peter O'Reilly,30.52,0.75,5.53,11.0,28.7kg,$9.00,520,5,07/09/2023,albion-park
70,3,Hello Cyndie (1),Cynthia Elson,30.56,1.5,5.67,53.0,25.2kg,$2.50,520,5,07/09/2023,albion-park
71,4,Teddy Box (5),Tom Tzouvelis,30.66,2.75,5.6,34.0,31.5kg,$3.50,520,5,07/09/2023,albion-park
72,5,Sir Finley (3),Raymond Burman,30.67,3.0,5.66,45.0,35.6kg,$17.00,520,5,07/09/2023,albion-park
73,6,High Powered (6),Jamie Hosking,30.69,3.25,5.77,77.0,33.0kg,$15.00,520,5,07/09/2023,albion-park
74,7,Sonic Wheels (7),Colin Hamilton,30.78,4.5,5.7,66.0,32.4kg,$8.50,520,5,07/09/2023,albion-park
75,1,Pebble's Girl (2),Jamie Hosking,30.14,0.0,5.59,11.0,26.5kg,$2.10,520,MA5,07/09/2023,albion-park
76,2,Japanese Black (1),John Quarman,30.58,6.25,5.68,42.0,35.0kg,$4.80,520,MA5,07/09/2023,albion-park
77,3,Romantic Verses (3),Marion Goodwin,30.87,10.25,5.72,64.0,29.2kg,$34.00,520,MA5,07/09/2023,albion-park
78,4,First Slip (8),Noel Evans,30.89,10.5,5.68,53.0,30.9kg,$31.00,520,MA5,07/09/2023,albion-park
79,5,Cincinnati Hope (6),Cynthia Elson,30.95,11.5,5.64,25.0,28.3kg,$4.20,520,MA5,07/09/2023,albion-park
80,6,Springtime Gold (7),Sean Galloway,31.48,19.0,5.78,76.0,26.7kg,$5.00,520,MA5,07/09/2023,albion-park
81,DNF,Burned (4),Peter O'Reilly,,,,3.0,33.5kg,,520,MA5,07/09/2023,albion-park
82,1,Hopeful Bella (5),Cynthia Elson,30.26,0.0,5.61,11.0,29.0kg,$2.50,520,MA5,07/09/2023,albion-park
83,2,Long Black Lass (3),Mark Rothwell,30.63,5.25,5.73,44.0,27.0kg,$34.00,520,MA5,07/09/2023,albion-park
84,3,Call Me Buster (1),C Buhner,30.74,6.75,5.8,77.0,30.8kg,$3.25,520,MA5,07/09/2023,albion-park
85,4,Human Touch (6),Kevin Kemp,30.76,7.0,5.76,55.0,29.1kg,$81.00,520,MA5,07/09/2023,albion-park
86,5,Springtime Storm (4),Sean Galloway,30.78,7.5,5.71,33.0,33.6kg,$2.90,520,MA5,07/09/2023,albion-park
87,6,Red Fire Ball (8),Renald Attard,30.81,7.75,5.77,66.0,31.7kg,$23.00,520,MA5,07/09/2023,albion-park
88,7,Rowdy Remi (2),Noel Evans,30.83,8.25,5.64,22.0,26.6kg,$17.00,520,MA5,07/09/2023,albion-park
89,1,Finniss Jewel (3),Ryan Tugwell,35.21,0.0,9.16,55411.0,27.1kg,$1.24,595,6,07/09/2023,angle-park
90,2,Fawn Charger (6),Brenda Oakey,35.43,3.0,9.05,33322.0,25.7kg,$15.00,595,6,07/09/2023,angle-park
91,3,Strung Out (4),Manuel Stuppos,35.58,5.25,8.85,11133.0,26.8kg,$29.00,595,6,07/09/2023,angle-park
92,4,Phoebe's Baby (7),Martin Doyle,35.61,5.75,8.91,22254.0,28.4kg,$16.00,595,6,07/09/2023,angle-park
93,5,Zipping Mork (1),Brenda Oakey,35.63,6.0,9.06,44545.0,28.7kg,$9.00,595,6,07/09/2023,angle-park
94,6,Chatting (2),Clint Trengove,35.94,10.25,9.2,76666.0,27.2kg,$26.00,595,6,07/09/2023,angle-park
95,7,Lightly Does It (8),Donald Turner,36.22,14.25,9.2,67777.0,33.1kg,$21.00,595,6,07/09/2023,angle-park
96,1,Wynburn Honey (6),Benjamin Englund,30.85,0.0,5.55,63111.0,29.5kg,$3.30,530,SH,07/09/2023,angle-park
97,2,Weblec Jewel (1),Jeffrey Britton,31.27,6.0,5.36,11222.0,28.9kg,$2.40,530,SH,07/09/2023,angle-park
98,3,Zipping Mahalia (2),Nicole Price,31.33,6.75,5.48,34433.0,28.2kg,$2.75,530,SH,07/09/2023,angle-park
99,4,Magical Mystic (3),Bozidar Stamenkovic,31.52,9.5,5.49,45654.0,26.5kg,$26.00,530,SH,07/09/2023,angle-park
100,5,Senna Wick (4),Kirin Corby,31.59,10.5,5.36,22345.0,28.3kg,$24.00,530,SH,07/09/2023,angle-park
